gallery_index,dag_id,tools,num_nodes,action_label,semantic_label,tsne_x,tsne_y,action_silhouette,semantic_silhouette,action_knn_purity,semantic_knn_purity
156,535,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,5,State Modification,Service & Incident Operations,-8.19439,-3.9824395,0.017534299,-0.017924981,0.8,1.0
157,536,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,5,State Modification,Service & Incident Operations,-8.394367,-4.3166494,0.021089775,-0.021501703,0.8,0.4
158,537,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,5,State Modification,Service & Incident Operations,-1.6002475,6.976861,-0.004984772,0.021032158,0.8,1.0
159,538,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,12.371437,-3.0962458,-0.09232298,0.1408321,1.0,0.6
160,539,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,11.456465,-0.63735527,-0.037986413,0.15359783,1.0,0.6
161,540,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,10.929093,-2.649793,-0.09135944,0.119922556,1.0,0.6
162,541,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,-3.370791,-15.932956,-0.04825207,0.1283852,1.0,0.8
163,542,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,-3.8085186,-15.718505,-0.15912767,0.09867139,0.8,0.6
164,543,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,11.206035,-3.3051448,0.020846313,0.11958267,1.0,0.6
165,544,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,4.977276,4.05439,0.06487034,0.058856823,0.8,0.8
166,545,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,-1.6208564,2.871767,0.036390733,0.09511244,0.6,0.6
167,546,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,1.6908659,7.2672873,0.035828978,0.041762717,0.8,0.8
168,547,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,5.8036323,-15.986606,0.12040415,0.09375455,0.8,0.8
169,548,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,4.6290655,-15.088066,-0.014916955,0.0264839,0.6,0.6
170,549,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,1.4239433,5.9654155,0.04911757,0.06761646,0.8,0.8
171,550,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-21.0477,1.2853775,0.077573135,-0.03745319,0.6,0.6
172,551,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-20.173601,3.9265459,0.07488787,-0.07843154,0.4,0.4
173,552,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-19.263887,1.7961494,0.099370986,-0.034496307,1.0,1.0
174,553,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-19.654478,-0.19517082,0.085671656,-0.087554716,1.0,1.0
175,554,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-19.486494,-0.8114968,0.09949399,-0.06324803,0.8,0.6
176,555,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-19.99261,1.7009566,0.057229225,-0.07302137,1.0,1.0
177,556,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-12.412857,0.46763617,0.030623656,0.07173398,0.8,0.8
178,557,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-14.9438095,1.2487968,0.090680815,0.09999355,0.8,1.0
179,558,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-13.807299,1.5488582,0.0035980716,0.084492825,0.8,1.0
180,559,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-16.109568,-0.06153883,0.092409395,0.12569481,1.0,0.6
181,560,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-16.752808,-0.26348868,0.11244438,0.0919586,0.8,0.4
182,561,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-14.089589,0.5649848,0.04452514,0.061144195,1.0,1.0
183,562,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,6.617532,4.2691875,-0.05489912,0.008560708,0.6,0.4
184,563,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,-0.5547003,2.7619689,0.05258511,0.039579708,0.6,0.6
185,564,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,3.1937838,7.2635026,0.026826823,0.0805473,0.6,0.8
186,565,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,9.450879,-16.114489,0.108034216,0.04654515,0.8,0.6
187,566,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,10.112579,-16.176205,0.03993491,0.06561591,0.6,0.6
188,567,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,4.668699,6.708156,0.037975945,-0.002389348,1.0,1.0
189,568,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.389209,5.5230117,-0.22667602,-0.00021377463,0.6,0.6
190,569,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,11.658273,5.8066597,-0.25461146,0.033999775,0.8,0.6
191,570,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.3173065,7.7905993,-0.24939787,-0.012714325,0.8,0.8
192,571,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,10.077538,11.874062,-0.25797227,-0.0028153476,1.0,1.0
193,572,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,10.283838,13.057882,-0.2664699,0.018122224,0.6,0.4
194,573,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,6.9785337,8.563956,-0.22069371,0.03978946,0.8,0.8
195,574,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,12.720136,-10.021167,0.016946401,0.07746933,0.8,0.6
196,575,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,11.211734,-11.944838,-0.04927539,0.07283551,0.8,0.8
197,576,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,11.563563,-10.555968,0.022209773,0.06799977,1.0,0.8
198,577,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,12.356545,-13.143367,-0.025115168,0.021815354,1.0,0.8
199,578,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,12.5068655,-14.174339,-0.0152326645,0.007861675,0.8,0.2
200,579,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,10.991712,-9.858896,0.012901533,0.14469083,0.6,0.6
201,580,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,6.2684994,4.2657714,-0.1071128,0.002341643,0.6,0.6
202,581,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,-0.6808673,2.9472532,0.024296617,0.041446228,0.8,0.8
203,582,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,2.9066803,7.211653,-0.00139858,0.041979395,0.8,0.8
204,583,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,6.2527623,-15.664912,0.09487003,0.029866593,1.0,1.0
205,584,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,5.188938,-14.850776,-0.012544759,0.028972303,0.8,0.8
206,585,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,4.8200684,6.973317,-0.02129071,-0.0081134075,0.8,0.8
207,586,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-10.089015,-0.050182257,0.18055288,-0.08550002,1.0,0.6
208,587,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-8.8076935,1.4827242,0.12052081,-0.061465017,1.0,1.0
209,588,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-8.071224,1.359657,0.20847629,-0.04794049,1.0,1.0
210,589,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-10.267652,-3.5359716,0.21424228,-0.054127336,1.0,0.6
211,590,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-10.091287,-4.0970984,0.16110802,-0.03513684,1.0,0.4
212,591,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-7.4459805,1.7769455,0.16664608,-0.08991134,1.0,1.0
213,592,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.485764,5.6118026,-0.18106681,-0.013273392,0.8,0.8
214,593,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,11.650256,5.5322585,-0.22653404,0.019815303,0.8,0.4
215,594,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.388774,7.7945485,-0.2467619,-0.022988705,0.8,0.8
216,595,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.914009,11.909855,-0.28183216,0.008404655,0.8,0.8
217,596,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,7.031196,8.8186455,-0.2668568,0.05161894,0.8,0.8
218,597,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,14.42513,-9.185838,0.14010052,-0.080754116,1.0,0.6
219,598,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,16.784836,-10.355473,0.1557399,-0.10022164,1.0,0.6
220,599,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,15.493738,-10.236919,0.13980377,-0.077186756,1.0,0.8
221,600,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,14.23046,-13.577715,0.13239011,-0.11330864,1.0,0.8
222,601,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,13.703549,-14.357138,0.08145818,-0.075677134,1.0,0.4
223,602,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,15.57255,-9.750595,0.16681457,-0.09584846,1.0,0.8
224,603,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,15.0744915,-7.1264944,0.14290754,0.07750114,0.8,0.6
225,604,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,17.688215,-10.270888,0.12896042,0.12118986,0.8,0.8
226,605,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,16.97028,-8.68031,0.15015398,0.12733048,0.8,0.8
227,606,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,16.72123,-13.640241,0.20294534,0.12525813,1.0,0.8
228,607,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,16.58756,-14.210025,0.1379388,0.12408842,0.8,0.6
229,608,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,16.155928,-8.680201,0.17959453,0.1327477,1.0,0.6
230,609,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,5.988285,-0.07094692,-0.024979362,-0.08105109,0.4,0.4
231,610,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,9.402407,1.6126668,-0.052400686,-0.082467735,0.6,0.6
232,611,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,8.311928,0.7603365,-0.008501777,0.0042432537,0.8,0.8
233,612,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,6.785464,-12.074802,-0.018654756,0.0021947077,0.8,0.8
234,613,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,6.203543,-12.010249,-0.00018940168,0.037157796,0.4,0.4
235,614,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,7.9850354,-0.18891123,-0.05275126,-0.07460196,0.4,0.4
236,615,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,3.3094196,-5.1955657,-0.054181267,0.107597455,1.0,1.0
237,616,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,0.1738237,-6.826939,0.019663142,0.1498704,1.0,1.0
238,617,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,2.5991654,-7.14389,-0.007924472,0.13802804,0.8,0.8
239,618,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-2.158875,-13.81802,0.010469886,0.1332218,1.0,0.8
240,619,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-2.4930546,-14.041198,-0.116535634,0.13356258,0.8,0.8
241,620,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,2.8816698,-7.231711,0.03697023,0.08397271,1.0,0.8
242,621,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,19.437866,-0.9633623,-0.0013739737,0.14231236,0.8,0.6
243,622,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,21.751919,-1.3958803,0.021905936,0.14873806,0.8,0.6
244,623,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,20.6093,-2.0192447,0.0444978,0.09687767,0.8,0.8
245,624,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,21.297712,-4.189835,0.031196862,0.12460748,0.6,0.4
246,625,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-6.5860043,-14.945695,-0.075302556,0.13725339,0.4,0.2
247,626,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,20.473648,-1.5262464,-0.0009789997,0.1614847,0.8,0.8
248,627,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,8.323633,-3.3863323,0.093187355,-0.05587231,0.8,0.6
249,628,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-2.9490678,-10.609993,0.022508265,-0.04594373,0.8,1.0
250,629,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-1.9692649,-9.841501,0.056132205,-0.082937,1.0,0.8
251,630,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-1.1026917,-12.350079,0.1283362,-0.088150576,1.0,1.0
252,631,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-0.46693406,-13.172747,0.069220565,-0.06487685,1.0,0.4
253,632,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-1.5820011,-10.149283,0.082689434,-0.07303253,1.0,0.8
254,633,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-19.576612,-7.61108,0.004433287,-0.0030413861,1.0,0.8
255,634,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-17.424234,-6.696458,-0.050633583,-0.032821495,0.8,1.0
256,635,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-18.368822,-6.398575,0.050357018,0.021272115,1.0,1.0
257,636,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-20.560444,-5.4827,0.083357215,0.013779506,1.0,1.0
258,637,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-20.934546,-5.031185,0.073439114,0.019932477,0.8,0.6
259,638,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-18.959827,-6.332998,0.06448541,0.027703932,1.0,1.0
260,639,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,14.63349,-3.5410788,-0.09089312,0.05547638,0.0,0.4
261,640,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,12.246087,2.6544318,-0.10269498,0.041911192,0.0,0.0
262,641,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,15.281293,-0.54131895,-0.051260784,0.042499725,0.6,0.6
263,642,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,-9.570339,-10.920173,-0.071471326,0.008278456,0.4,0.2
264,643,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,-9.652548,-10.856353,-0.105390586,-0.01793017,0.6,0.2
265,644,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,15.458678,0.31041694,-0.14254004,0.035199426,0.4,0.6
266,645,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,6.5561504,-4.483465,0.08611898,0.14643,1.0,0.6
267,646,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,10.955145,2.7543576,0.07169802,-0.033660784,0.6,0.2
268,647,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,8.926661,-7.0542054,0.087556735,0.11025496,0.8,0.4
269,648,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,6.040197,-9.293197,0.109111674,0.119261585,1.0,1.0
270,649,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,5.4954066,-11.003447,0.08738673,-0.009098054,0.6,0.4
271,650,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,8.365707,-6.868663,0.057373025,0.11109331,0.6,0.4
272,329,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,4,Data Retrieval,Account & Subscription,0.65937215,-5.1137915,-0.040217485,-0.00059723586,0.6,0.6
273,330,read_access_logs;check_service_status;route_task_by_condition;write_database_record,4,Data Retrieval,Mixed,11.685146,9.078892,-0.07666197,-0.067941666,1.0,1.0
274,331,restart_service;read_database_record;update_subscription_plan;check_service_status,4,Mixed,Service & Incident Operations,-4.1209526,15.669938,-0.0068150833,0.03682549,1.0,1.0
275,332,write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,4,Mixed,Service & Incident Operations,2.15823,1.6124552,0.10390266,0.0030719065,1.0,1.0
276,333,read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,4,State Modification,Data & Access Management,-3.2262247,-3.0195072,0.018821301,0.15392542,0.6,0.6
277,334,create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,4,Data Retrieval,Data & Access Management,2.6181443,-1.2005208,-0.057936184,0.20498021,0.8,1.0
278,335,read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,4,Data Retrieval,Account & Subscription,0.43939242,-9.766082,-0.068246484,0.14403872,1.0,0.8
279,336,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,4,State Modification,Mixed,1.9321432,16.16408,-0.40285462,0.01838968,0.8,0.8
280,337,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,4,Mixed,Service & Incident Operations,-5.7880926,-2.1186092,-0.08083484,-0.09846129,0.8,0.8
281,338,check_service_status;read_database_record;update_subscription_plan;create_support_ticket,4,Mixed,Service & Incident Operations,-2.6547132,-7.517322,0.048506774,0.01710142,0.4,0.4
282,339,escalate_case_to_human;restart_service;check_service_status;read_database_record,4,Data Retrieval,Mixed,-8.047232,13.471997,-0.07381553,-0.10504763,1.0,1.0
283,340,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,4,State Modification,Mixed,-0.5719071,11.384669,-0.032291763,-0.021802459,1.0,1.0
284,341,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,4,Orchestration,Account & Subscription,5.3809595,14.366435,0.54095644,0.04394869,0.6,0.6
285,342,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,4,Data Retrieval,Account & Subscription,21.449047,-11.86131,0.0044002207,0.04915419,1.0,1.0
286,343,edit_username;restart_service;scan_system_for_malware;read_database_record,4,Mixed,Service & Incident Operations,-23.317513,5.3842845,-0.019769708,0.13176064,0.6,1.0
287,344,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,4,Mixed,Service & Incident Operations,-21.938204,4.1380715,-0.07544343,0.13443235,0.8,1.0
288,345,escalate_case_to_human;edit_username;write_database_record;read_database_record,4,State Modification,Data & Access Management,-15.0038595,-10.8148155,-0.0105001135,0.16545966,1.0,1.0
289,346,edit_username;scan_system_for_malware;restart_service;write_database_record,4,State Modification,Service & Incident Operations,-23.445648,5.4958534,0.02806543,0.13520336,0.2,1.0
290,347,create_support_ticket;read_access_logs;edit_username;escalate_case_to_human,4,State Modification,Data & Access Management,-4.840972,-4.3406,0.09791362,0.22749266,0.8,0.8
291,348,create_support_ticket;reset_user_password;restart_service;read_subscription_status,4,State Modification,Service & Incident Operations,-10.704397,4.214927,0.17348674,0.09131226,0.8,0.8
292,349,update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;write_database_record,4,State Modification,Mixed,-14.974818,12.044685,-0.1043001,-0.047609236,1.0,1.0
293,350,write_database_record;edit_username;create_support_ticket;update_subscription_plan,4,State Modification,Account & Subscription,-12.02641,6.7323694,0.15233953,-0.053093,1.0,1.0
294,351,read_subscription_status;scan_system_for_malware;check_service_status;read_database_record,4,Data Retrieval,Service & Incident Operations,14.590773,6.513265,0.05893677,0.030370302,1.0,0.4
295,352,read_subscription_status;write_database_record;check_service_status;escalate_case_to_human,4,Data Retrieval,Data & Access Management,6.2449903,-6.9524407,0.020743893,0.16006157,0.8,0.8
296,353,update_subscription_plan;route_task_by_condition;restart_service;edit_username,4,State Modification,Mixed,-0.27035105,18.82459,-0.18340056,-0.009782507,1.0,1.0
297,354,scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,5,Data Retrieval,Mixed,19.26228,-4.368618,0.041110013,-0.12580922,1.0,1.0
298,355,write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,16.038467,4.980037,0.023951704,-0.029894158,1.0,0.8
299,356,read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,5,State Modification,Mixed,-4.245544,2.5365202,-0.0041287183,-0.012861849,0.8,0.8
300,357,read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,12.655772,-5.318376,0.1822862,-0.044506162,1.0,1.0
301,358,create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,5,State Modification,Mixed,-13.589816,-2.6026132,0.19535594,-0.038282093,1.0,1.0
302,359,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,5,State Modification,Service & Incident Operations,-1.9186636,6.1376476,0.009090273,-0.004258851,0.8,1.0
303,360,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,11.912301,-2.4555829,-0.14437254,0.12674429,1.0,1.0
304,361,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,1.7884507,4.9433475,0.102103025,0.07501185,0.8,0.8
305,362,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-19.88265,0.9738789,0.084785074,-0.084304616,1.0,1.0
306,363,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-13.555901,0.9178281,0.07228932,0.09410381,1.0,1.0
307,364,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,3.6823199,5.3307576,-0.0046429457,-0.023745187,1.0,0.8
308,365,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.533152,9.378604,-0.2838002,0.00888707,0.8,0.8
309,366,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,11.95598,-11.34626,-0.028144317,0.070989214,1.0,1.0
