gallery_index,dag_id,tools,num_nodes,action_label,semantic_label,tsne_x,tsne_y,action_silhouette,semantic_silhouette,action_knn_purity,semantic_knn_purity,pca_x,pca_y
172,551,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-11.668287,-9.431477,0.07488787,-0.07843154,0.4,0.4,-0.4672023,-0.055653293
173,552,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-10.57743,-10.5866995,0.099370986,-0.034496307,1.0,1.0,-0.44952282,-0.14996846
174,553,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-9.681664,-9.201096,0.085671656,-0.087554716,1.0,1.0,-0.50199956,0.0101087615
175,554,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-9.551567,-8.633461,0.09949399,-0.06324803,0.8,0.6,-0.4513158,0.20828763
176,555,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-9.910526,-11.118483,0.057229225,-0.07302137,1.0,1.0,-0.35252416,-0.05519706
177,556,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-11.200485,-3.871549,0.030623656,0.07173398,0.8,0.8,-0.44815496,-0.2624791
178,557,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-11.31971,-6.0153346,0.090680815,0.09999355,0.8,1.0,-0.5749462,-0.16567379
179,558,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-12.370465,-4.829091,0.0035980716,0.084492825,0.8,1.0,-0.4195615,-0.21329908
180,559,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-9.561956,-5.7349067,0.092409395,0.12569481,1.0,0.6,-0.6161321,0.017144104
181,560,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-9.220259,-6.1892643,0.11244438,0.0919586,0.8,0.4,-0.56756574,0.1153738
182,561,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-12.103131,-5.496972,0.04452514,0.061144195,1.0,1.0,-0.49730638,-0.27160805
189,568,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.758394,12.145117,-0.22667602,-0.00021377463,0.6,0.6,0.5157569,-0.11113094
190,569,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,6.9051538,7.8082213,-0.25461146,0.033999775,0.8,0.6,0.5185786,0.2813795
191,570,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.443566,9.669795,-0.24939787,-0.012714325,0.8,0.8,0.47817618,0.029490095
192,571,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.661689,14.097164,-0.25797227,-0.0028153476,1.0,1.0,0.7057176,0.13519847
193,572,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.915196,14.897413,-0.2664699,0.018122224,0.6,0.4,0.6043441,0.3006299
194,573,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.980457,9.40278,-0.22069371,0.03978946,0.8,0.8,0.5309942,0.10973468
195,574,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,0.16235057,-12.893649,0.016946401,0.07746933,0.8,0.6,-0.19859046,-0.64233124
196,575,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,-1.775247,-14.178499,-0.04927539,0.07283551,0.8,0.8,-0.32151267,-0.30632663
197,576,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,-1.5442729,-12.837244,0.022209773,0.06799977,1.0,0.8,-0.24152997,-0.52451384
198,577,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,-0.26229602,-14.936308,-0.025115168,0.021815354,1.0,0.8,-0.37652043,-0.4306753
199,578,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,0.22019702,-15.73305,-0.0152326645,0.007861675,0.8,0.2,-0.2498608,-0.23632322
200,579,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,-1.1477761,-11.975209,0.012901533,0.14469083,0.6,0.6,-0.16995373,-0.3454198
207,586,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-10.429441,-1.99975,0.18055288,-0.08550002,1.0,0.6,-0.4988674,-0.019754244
208,587,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-11.696123,0.018400667,0.12052081,-0.061465017,1.0,1.0,-0.41746902,0.27767855
209,588,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-10.8357,0.27281535,0.20847629,-0.04794049,1.0,1.0,-0.51917565,0.13323902
210,589,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-7.3213224,-3.3283749,0.21424228,-0.054127336,1.0,0.6,-0.6295194,0.29272807
211,590,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-6.7425303,-3.3388886,0.16110802,-0.03513684,1.0,0.4,-0.50649005,0.41693687
212,591,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-10.596732,1.060723,0.16664608,-0.08991134,1.0,1.0,-0.38418108,0.19630022
213,592,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.830634,12.108486,-0.18106681,-0.013273392,0.8,0.8,0.55709743,-0.11450127
214,593,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,6.7580795,7.649853,-0.22653404,0.019815303,0.8,0.4,0.5437475,0.24148715
215,594,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,8.374033,9.709348,-0.2467619,-0.022988705,0.8,0.8,0.51665616,0.013385003
216,595,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.596608,14.126532,-0.28183216,0.008404655,0.8,0.8,0.64443636,0.18726322
217,596,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.955806,9.139421,-0.2668568,0.05161894,0.8,0.8,0.47343332,0.14377888
218,597,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,3.2139952,-13.224534,0.14010052,-0.080754116,1.0,0.6,-0.012392601,-0.7019655
219,598,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,5.3914227,-15.090713,0.1557399,-0.10022164,1.0,0.6,-0.015918966,-0.33804145
220,599,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,4.2780676,-14.6468315,0.13980377,-0.077186756,1.0,0.8,-0.10873542,-0.6261843
221,600,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,2.0047092,-15.961004,0.13239011,-0.11330864,1.0,0.8,-0.12648427,-0.5431243
222,601,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,1.3522846,-16.300758,0.08145818,-0.075677134,1.0,0.4,-0.14820305,-0.28145343
223,602,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,4.2472806,-14.005831,0.16681457,-0.09584846,1.0,0.8,-0.0048719146,-0.56821066
224,603,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,4.6441092,-11.87572,0.14290754,0.07750114,0.8,0.6,0.035196222,-0.46136737
225,604,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,6.415103,-14.912965,0.12896042,0.12118986,0.8,0.8,-0.06983462,-0.27547345
226,605,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,5.88347,-13.401759,0.15015398,0.12733048,0.8,0.8,0.0468136,-0.32887372
227,606,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,7.984592,-12.636674,0.20294534,0.12525813,1.0,0.8,0.10248462,-0.2979568
228,607,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,8.457861,-12.312258,0.1379388,0.12408842,0.8,0.6,0.050267417,-0.10564474
229,608,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,5.3129697,-13.043923,0.17959453,0.1327477,1.0,0.6,0.010910101,-0.42287427
230,609,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,6.210376,0.7296058,-0.024979362,-0.08105109,0.4,0.4,-0.022175243,-0.11648607
231,610,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,5.2207446,4.0160227,-0.052400686,-0.082467735,0.6,0.6,0.1281511,0.10301591
232,611,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,5.1160393,2.9378383,-0.008501777,0.0042432537,0.8,0.8,0.034251887,0.12540653
233,612,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,3.634041,2.174819,-0.018654756,0.0021947077,0.8,0.8,0.0832479,0.25828847
234,613,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,2.7200205,2.2246687,-0.00018940168,0.037157796,0.4,0.4,0.13396509,0.31270292
235,614,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,5.4737344,2.051331,-0.05275126,-0.07460196,0.4,0.4,0.10446899,-0.035228927
236,615,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-3.0743313,7.841366,-0.054181267,0.107597455,1.0,1.0,0.092978895,-0.14918439
237,616,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,1.2750648,8.17476,0.019663142,0.1498704,1.0,1.0,0.08606295,0.047015052
238,617,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-0.908196,8.857408,-0.007924472,0.13802804,0.8,0.8,0.0426925,-0.018806294
239,618,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-3.182046,9.597876,0.010469886,0.1332218,1.0,0.8,0.18474448,0.0011632228
240,619,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-3.4107203,9.990264,-0.116535634,0.13356258,0.8,0.8,0.19232179,0.124281
241,620,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-1.4039211,8.962704,0.03697023,0.08397271,1.0,0.8,0.0026493333,-0.058763575
248,627,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-0.26513585,13.938033,0.093187355,-0.05587231,0.8,0.6,0.19087,-0.28073028
249,628,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,0.6152436,10.933483,0.022508265,-0.04594373,0.8,1.0,0.07679263,0.0025669846
250,629,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,0.49691975,12.384923,0.056132205,-0.082937,1.0,0.8,0.30962408,-0.094343565
251,630,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-1.5163779,12.1111145,0.1283362,-0.088150576,1.0,1.0,0.26043028,-0.06723246
252,631,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-2.3205228,11.774347,0.069220565,-0.06487685,1.0,0.4,0.2177554,0.09297298
253,632,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,0.16647159,11.953375,0.082689434,-0.07303253,1.0,0.8,0.1872699,-0.09490693
254,633,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-8.854362,-14.168296,0.004433287,-0.0030413861,1.0,0.8,-0.07110232,-0.09027173
255,634,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-10.401999,-15.586178,-0.050633583,-0.032821495,0.8,1.0,-0.053252466,0.07621769
256,635,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-10.314594,-14.54407,0.050357018,0.021272115,1.0,1.0,-0.116943814,0.042775434
257,636,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-11.904563,-14.036937,0.083357215,0.013779506,1.0,1.0,-0.2193932,0.2128183
258,637,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-12.389821,-13.736394,0.073439114,0.019932477,0.8,0.6,-0.2705577,0.24798109
259,638,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-10.001335,-13.911508,0.06448541,0.027703932,1.0,1.0,-0.09246311,0.024932925
266,645,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,5.2526236,-3.6445556,0.08611898,0.14643,1.0,0.6,0.078057215,-0.30429566
267,646,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,5.178677,5.964483,0.07169802,-0.033660784,0.6,0.2,0.08663833,0.084337994
268,647,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,2.9518871,-4.6006823,0.087556735,0.11025496,0.8,0.4,0.004363465,-0.20828521
269,648,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,2.3586452,-0.2555369,0.109111674,0.119261585,1.0,1.0,0.18789695,0.024185136
270,649,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,1.8110561,1.5071098,0.08738673,-0.009098054,0.6,0.4,0.163774,0.1540275
271,650,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,3.19651,-3.8771687,0.057373025,0.11109331,0.6,0.4,0.03167437,-0.0899701
272,329,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,4,Data Retrieval,Account & Subscription,-0.89294785,6.4767795,-0.040217485,-0.00059723586,0.6,0.6,0.0047443705,0.122614354
273,330,read_access_logs;check_service_status;route_task_by_condition;write_database_record,4,Data Retrieval,Mixed,12.771589,11.702144,-0.07666197,-0.067941666,1.0,1.0,0.527177,0.03520469
276,333,read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,4,State Modification,Data & Access Management,-4.0394015,3.2757654,0.018821301,0.15392542,0.6,0.6,-0.0892307,0.3233458
277,334,create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,4,Data Retrieval,Data & Access Management,9.952418,1.5830079,-0.057936184,0.20498021,0.8,1.0,0.13828102,-0.023514388
278,335,read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,4,Data Retrieval,Account & Subscription,-4.4232764,13.139956,-0.068246484,0.14403872,1.0,0.8,0.19967836,0.043531787
279,336,route_task_by_condition;read_subscription_status;update_subscription_plan;restart_service,4,State Modification,Mixed,-9.241941,9.668085,-0.40285462,0.01838968,0.8,0.8,0.23591354,0.5396774
282,339,escalate_case_to_human;restart_service;check_service_status;read_database_record,4,Data Retrieval,Mixed,9.301101,-2.9721324,-0.07381553,-0.10504763,1.0,1.0,0.20442191,0.2208537
283,340,create_support_ticket;dispatch_message_to_usergroup;read_subscription_status;restart_service,4,State Modification,Mixed,8.987451,4.2965508,-0.032291763,-0.021802459,1.0,1.0,-0.038052913,0.42584303
284,341,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,4,Orchestration,Account & Subscription,5.964275,11.258368,0.54095644,0.04394869,0.6,0.6,0.24390312,0.31035846
285,342,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,4,Data Retrieval,Account & Subscription,4.8755827,-19.631777,0.0044002207,0.04915419,1.0,1.0,-0.3649614,-0.46682477
288,345,escalate_case_to_human;edit_username;write_database_record;read_database_record,4,State Modification,Data & Access Management,20.136513,0.68982494,-0.0105001135,0.16545966,1.0,1.0,-0.07274055,-0.08111497
289,346,edit_username;scan_system_for_malware;restart_service;write_database_record,4,State Modification,Service & Incident Operations,-14.309684,-11.236454,0.02806543,0.13520336,0.2,1.0,-0.35268533,-0.15562144
290,347,create_support_ticket;read_access_logs;edit_username;escalate_case_to_human,4,State Modification,Data & Access Management,-3.2983017,0.38234922,0.09791362,0.22749266,0.8,0.8,-0.32807723,-0.015057406
291,348,create_support_ticket;reset_user_password;restart_service;read_subscription_status,4,State Modification,Service & Incident Operations,-2.7413797,-7.213699,0.17348674,0.09131226,0.8,0.8,-0.48418117,0.19663773
292,349,update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;write_database_record,4,State Modification,Mixed,-14.323696,0.6790977,-0.1043001,-0.047609236,1.0,1.0,-0.34912172,0.21375075
293,350,write_database_record;edit_username;create_support_ticket;update_subscription_plan,4,State Modification,Account & Subscription,-7.5776043,0.17190963,0.15233953,-0.053093,1.0,1.0,-0.45496383,0.20955147
294,351,read_subscription_status;scan_system_for_malware;check_service_status;read_database_record,4,Data Retrieval,Service & Incident Operations,12.760002,-1.1011903,0.05893677,0.030370302,1.0,0.4,0.3352903,-0.19203804
295,352,read_subscription_status;write_database_record;check_service_status;escalate_case_to_human,4,Data Retrieval,Data & Access Management,4.20967,-1.5754015,0.020743893,0.16006157,0.8,0.8,0.37522423,0.16868193
296,353,update_subscription_plan;route_task_by_condition;restart_service;edit_username,4,State Modification,Mixed,-12.881251,8.627051,-0.18340056,-0.009782507,1.0,1.0,-0.16364712,0.40969414
297,354,scan_system_for_malware;read_user_profile;write_database_record;route_task_by_condition;read_access_logs,5,Data Retrieval,Mixed,-1.7773739,-18.801023,0.041110013,-0.12580922,1.0,1.0,0.20055923,-0.49708414
298,355,write_database_record;check_service_status;scan_system_for_malware;read_subscription_status;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,14.035399,-2.7824988,0.023951704,-0.029894158,1.0,0.8,0.37520513,-0.2000115
299,356,read_subscription_status;update_subscription_plan;create_support_ticket;route_task_by_condition;reset_user_password,5,State Modification,Mixed,-8.733798,4.2658696,-0.0041287183,-0.012861849,0.8,0.8,-0.15426536,0.3169413
300,357,read_user_profile;reset_user_password;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,5.2131753,-8.822027,0.1822862,-0.044506162,1.0,1.0,0.13985473,-0.43228304
301,358,create_support_ticket;edit_username;write_database_record;reset_user_password;check_service_status,5,State Modification,Mixed,-5.4429636,-9.10011,0.19535594,-0.038282093,1.0,1.0,-0.57354265,-0.2035942
302,359,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,5,State Modification,Service & Incident Operations,-0.5764002,-3.2149389,0.009090273,-0.004258851,0.8,1.0,-0.18799968,0.19332749
303,360,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,3.2903423,14.011567,-0.14437254,0.12674429,1.0,1.0,0.42867205,-0.2843361
305,362,restart_service;update_subscription_plan;scan_system_for_malware;write_database_record;reset_user_password,5,State Modification,Mixed,-9.71073,-10.295502,0.084785074,-0.084304616,1.0,1.0,-0.4288865,-0.035377733
306,363,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-11.400321,-4.8840857,0.07228932,0.09410381,1.0,1.0,-0.56353635,-0.17561145
308,365,read_subscription_status;route_task_by_condition;check_service_status;read_database_record;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,10.282552,11.047403,-0.2838002,0.00888707,0.8,0.8,0.63525206,0.10866767
309,366,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,-0.9790853,-13.61638,-0.028144317,0.070989214,1.0,1.0,-0.35414535,-0.50119615
311,368,create_support_ticket;update_subscription_plan;dispatch_message_to_usergroup;reset_user_password;escalate_case_to_human,5,State Modification,Mixed,-11.182436,-0.9009449,0.20954227,-0.040710647,1.0,1.0,-0.5878801,0.15619697
312,369,read_subscription_status;read_database_record;check_service_status;route_task_by_condition;dispatch_message_to_usergroup,5,Data Retrieval,Mixed,9.75391,10.928178,-0.30684263,-0.0041782195,1.0,1.0,0.63166356,0.077980526
313,370,scan_system_for_malware;read_access_logs;read_subscription_status;read_user_profile;reset_user_password,5,Data Retrieval,Mixed,3.223367,-14.818797,0.15134388,-0.09390865,1.0,0.8,-0.063389584,-0.6046827
314,371,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,6.8390074,-13.328833,0.19464095,0.08339495,1.0,0.8,0.09964988,-0.40098837
315,372,read_subscription_status;create_support_ticket;read_access_logs;restart_service;write_database_record,5,State Modification,Mixed,4.8514214,1.8335029,0.006494913,-0.057523645,1.0,1.0,0.035984036,0.09716221
316,373,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,-1.7458171,7.9908957,-0.03100089,0.10909654,1.0,1.0,0.1548181,0.01869537
318,375,read_user_profile;read_subscription_status;write_database_record;read_database_record;create_support_ticket,5,Data Retrieval,Mixed,-0.38842222,12.682402,0.107780494,-0.087051325,1.0,1.0,0.27197647,-0.14108959
319,376,edit_username;write_database_record;read_database_record;update_subscription_plan;restart_service,5,State Modification,Mixed,-9.436899,-14.702866,-0.0060726036,-0.0005066383,1.0,1.0,-0.05374552,-0.007973467
321,378,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,3.6348681,-2.2606723,0.13878094,0.15884185,1.0,1.0,0.1874834,-0.12773341
