gallery_index,dag_id,tools,num_nodes,action_label,semantic_label,tsne_x,tsne_y,action_silhouette,semantic_silhouette,action_knn_purity,semantic_knn_purity,pca_x,pca_y
226,605,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,1.5306137,-15.00417,0.15015398,0.12733048,0.8,0.8,-0.023389893,-0.03719861
227,606,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,-0.44007266,-16.120796,0.20294534,0.12525813,1.0,0.8,0.03589965,-0.059130058
228,607,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,-0.8816281,-16.34199,0.1379388,0.12408842,0.8,0.6,-0.10063274,-0.24650578
229,608,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,1.0302664,-14.878766,0.17959453,0.1327477,1.0,0.6,-0.07989917,-0.02522676
236,615,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,4.9824452,-5.524392,-0.054181267,0.107597455,1.0,1.0,0.28703743,0.092166655
237,616,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,8.025536,-7.3548684,0.019663142,0.1498704,1.0,1.0,0.18691912,-0.16205901
238,617,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,6.1009164,-7.00493,-0.007924472,0.13802804,0.8,0.8,0.25297883,-0.020683896
239,618,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,4.0231953,-7.169942,0.010469886,0.1332218,1.0,0.8,0.31777212,-0.14270148
240,619,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,3.6105793,-7.4204044,-0.116535634,0.13356258,0.8,0.8,0.2924021,-0.26403934
241,620,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,5.7017064,-6.8988333,0.03697023,0.08397271,1.0,0.8,0.24981181,-0.016273737
242,621,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-6.9180336,-1.7003796,-0.0013739737,0.14231236,0.8,0.6,0.06023401,0.35552514
243,622,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-8.673595,-2.3646097,0.021905936,0.14873806,0.8,0.6,0.017504444,0.25258595
244,623,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-7.7023864,-2.7588873,0.0444978,0.09687767,0.8,0.8,0.08198909,0.26354802
245,624,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-5.739728,-3.1748433,0.031196862,0.12460748,0.6,0.4,0.011153612,0.22188234
246,625,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-5.3590703,-3.4032123,-0.075302556,0.13725339,0.4,0.2,0.066801794,0.10002216
247,626,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-7.4738345,-2.6267242,-0.0009789997,0.1614847,0.8,0.8,0.113433324,0.19309385
260,639,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,0.037217323,-12.657286,-0.09089312,0.05547638,0.0,0.4,0.028870473,0.04095674
261,640,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,5.7686744,-14.016581,-0.10269498,0.041911192,0.0,0.0,-0.010871833,-0.33670476
262,641,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,2.525122,-13.975841,-0.051260784,0.042499725,0.6,0.6,-0.028384445,-0.1535557
263,642,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,2.575683,-3.3942006,-0.071471326,0.008278456,0.4,0.2,-0.04398456,-0.18994278
264,643,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,2.4944372,-3.2863176,-0.105390586,-0.01793017,0.6,0.2,-0.15134239,-0.37283954
265,644,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,2.812176,-13.490602,-0.14254004,0.035199426,0.4,0.6,0.021591794,-0.24087453
266,645,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,-2.7286727,-6.2185693,0.08611898,0.14643,1.0,0.6,0.0968974,0.11938617
267,646,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,6.723753,-13.46772,0.07169802,-0.033660784,0.6,0.2,-0.009290825,-0.30417657
268,647,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,-1.4980743,-8.532785,0.087556735,0.11025496,0.8,0.4,0.06775972,0.013270236
269,648,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,0.34225893,-6.181695,0.109111674,0.119261585,1.0,1.0,0.24467158,-0.10268546
270,649,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,1.1382576,-5.664003,0.08738673,-0.009098054,0.6,0.4,0.082908586,-0.3081473
271,650,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,-1.4296383,-7.9579463,0.057373025,0.11109331,0.6,0.4,0.11107381,-0.045085993
272,329,check_service_status;escalate_case_to_human;read_user_profile;update_subscription_plan,4,Data Retrieval,Account & Subscription,7.7476897,-4.9430513,-0.040217485,-0.00059723586,0.6,0.6,0.182843,0.056704592
274,331,restart_service;read_database_record;update_subscription_plan;check_service_status,4,Mixed,Service & Incident Operations,-0.4436591,-1.474951,-0.0068150833,0.03682549,1.0,1.0,0.031500015,-0.50346106
275,332,write_database_record;create_support_ticket;read_subscription_status;scan_system_for_malware,4,Mixed,Service & Incident Operations,-4.8486853,4.382136,0.10390266,0.0030719065,1.0,1.0,0.05553341,0.07112607
276,333,read_access_logs;update_subscription_plan;escalate_case_to_human;create_support_ticket,4,State Modification,Data & Access Management,11.132473,2.301816,0.018821301,0.15392542,0.6,0.6,0.38887447,0.27259445
277,334,create_support_ticket;read_database_record;dispatch_message_to_usergroup;read_access_logs,4,Data Retrieval,Data & Access Management,-7.6511703,-6.7487044,-0.057936184,0.20498021,0.8,1.0,0.24734269,0.15677826
278,335,read_subscription_status;read_database_record;update_subscription_plan;read_user_profile,4,Data Retrieval,Account & Subscription,7.23152,-9.435071,-0.068246484,0.14403872,1.0,0.8,0.15350284,-0.43846843
280,337,route_task_by_condition;edit_username;escalate_case_to_human;create_support_ticket,4,Mixed,Service & Incident Operations,10.345879,4.8317633,-0.08083484,-0.09846129,0.8,0.8,0.27584666,0.5157866
281,338,check_service_status;read_database_record;update_subscription_plan;create_support_ticket,4,Mixed,Service & Incident Operations,0.8805649,0.41594994,0.048506774,0.01710142,0.4,0.4,0.3938274,-0.21566911
284,341,update_subscription_plan;dispatch_message_to_usergroup;read_database_record;route_task_by_condition,4,Orchestration,Account & Subscription,12.074464,-8.43351,0.54095644,0.04394869,0.6,0.6,0.27379546,-0.12476266
285,342,dispatch_message_to_usergroup;read_user_profile;scan_system_for_malware;reset_user_password,4,Data Retrieval,Account & Subscription,-14.617009,4.6347632,0.0044002207,0.04915419,1.0,1.0,-0.57962745,0.2538774
286,343,edit_username;restart_service;scan_system_for_malware;read_database_record,4,Mixed,Service & Incident Operations,-14.873172,8.928203,-0.019769708,0.13176064,0.6,1.0,-0.6806356,-0.11863149
287,344,reset_user_password;restart_service;scan_system_for_malware;read_user_profile,4,Mixed,Service & Incident Operations,-13.376861,7.3866577,-0.07544343,0.13443235,0.8,1.0,-0.8000246,0.07711467
288,345,escalate_case_to_human;edit_username;write_database_record;read_database_record,4,State Modification,Data & Access Management,-5.054531,-11.773047,-0.0105001135,0.16545966,1.0,1.0,0.03018767,0.111047894
289,346,edit_username;scan_system_for_malware;restart_service;write_database_record,4,State Modification,Service & Incident Operations,-15.012438,9.096406,0.02806543,0.13520336,0.2,1.0,-0.65281665,-0.03829555
290,347,create_support_ticket;read_access_logs;edit_username;escalate_case_to_human,4,State Modification,Data & Access Management,13.220883,3.6878254,0.09791362,0.22749266,0.8,0.8,0.07460497,0.49644127
291,348,create_support_ticket;reset_user_password;restart_service;read_subscription_status,4,State Modification,Service & Incident Operations,4.3316665,-0.15541083,0.17348674,0.09131226,0.8,0.8,-0.27284387,0.06979524
293,350,write_database_record;edit_username;create_support_ticket;update_subscription_plan,4,State Modification,Account & Subscription,7.9688416,0.68060946,0.15233953,-0.053093,1.0,1.0,0.0036498192,0.24138917
294,351,read_subscription_status;scan_system_for_malware;check_service_status;read_database_record,4,Data Retrieval,Service & Incident Operations,-6.3993,1.490174,0.05893677,0.030370302,1.0,0.4,-0.17739141,-0.38116285
295,352,read_subscription_status;write_database_record;check_service_status;escalate_case_to_human,4,Data Retrieval,Data & Access Management,-1.0873669,-5.972006,0.020743893,0.16006157,0.8,0.8,0.34901398,-0.19921693
302,359,create_support_ticket;write_database_record;restart_service;route_task_by_condition;escalate_case_to_human,5,State Modification,Service & Incident Operations,2.6323428,3.4382145,0.009090273,-0.004258851,0.8,1.0,0.121695206,0.39126825
303,360,write_database_record;dispatch_message_to_usergroup;read_user_profile;read_database_record;read_subscription_status,5,Data Retrieval,Account & Subscription,2.0671403,-10.337551,-0.14437254,0.12674429,1.0,1.0,0.17371853,-0.27688095
304,361,check_service_status;edit_username;create_support_ticket;route_task_by_condition;read_subscription_status,5,Mixed,Service & Incident Operations,1.3478837,7.1536474,0.102103025,0.07501185,0.8,0.8,0.28133562,0.28028342
306,363,reset_user_password;scan_system_for_malware;edit_username;create_support_ticket;route_task_by_condition,5,State Modification,Service & Incident Operations,-7.179449,9.061697,0.07228932,0.09410381,1.0,1.0,-0.32453135,0.57931304
307,364,scan_system_for_malware;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,-0.85045135,7.6961985,-0.0046429457,-0.023745187,1.0,0.8,0.2615603,0.21979879
309,366,scan_system_for_malware;read_database_record;create_support_ticket;reset_user_password;read_access_logs,5,Data Retrieval,Data & Access Management,-12.293564,-0.59557325,-0.028144317,0.070989214,1.0,1.0,-0.378003,0.2884897
310,367,check_service_status;route_task_by_condition;create_support_ticket;write_database_record;read_subscription_status,5,Mixed,Service & Incident Operations,0.18383189,7.4969816,-0.02418341,-0.013654597,1.0,1.0,0.50254905,0.07498187
314,371,read_access_logs;read_subscription_status;read_user_profile;dispatch_message_to_usergroup;reset_user_password,5,Data Retrieval,Account & Subscription,0.6937409,-15.81564,0.19464095,0.08339495,1.0,0.8,0.037600458,0.009617016
316,373,read_database_record;escalate_case_to_human;read_user_profile;update_subscription_plan;read_subscription_status,5,Data Retrieval,Account & Subscription,6.3484364,-6.0689397,-0.03100089,0.10909654,1.0,1.0,0.3484978,-0.04669162
317,374,write_database_record;route_task_by_condition;escalate_case_to_human;scan_system_for_malware;read_access_logs,5,Mixed,Data & Access Management,-7.773707,-1.8461883,0.039768748,0.16996275,1.0,0.8,0.081236556,0.37066385
320,377,restart_service;read_user_profile;read_access_logs;dispatch_message_to_usergroup;update_subscription_plan,5,Mixed,Account & Subscription,3.6847858,-13.917297,-0.13321693,0.05790764,0.8,0.8,0.028665962,-0.08650898
321,378,read_subscription_status;read_database_record;check_service_status;escalate_case_to_human;reset_user_password,5,Data Retrieval,Data & Access Management,-1.1054616,-6.878156,0.13878094,0.15884185,1.0,1.0,0.18540697,-0.07838367
